epoch,model,train_loss,val_loss,train_si_sdr,val_si_sdr,lr,elapsed_s
59,vibration,-3.750439572470529,-2.9435262671311695,8.916155009235654,7.361682607809702,0.0004095597328339452,524.0651466846466
60,vibration,-3.6054898038761958,-3.3712530474662783,8.634836560662304,8.196297166983287,0.00039335018462812664,528.2448785305023
61,vibration,-3.7305274443626404,-3.3574754612843196,8.882188576996326,8.15983664973577,0.00037725725642960046,522.2442910671234
62,vibration,-3.613335535815784,-3.5892771426439287,8.650728401030813,8.624555456161499,0.00036129854561907783,523.3349652290344
63,vibration,-3.557438494171415,-3.1537451825936635,8.521770554150853,7.779900794029236,0.00034549150281252633,523.5501279830933
64,vibration,-3.6371257805909427,-3.1117733777364096,8.685136456200055,7.680882720947266,0.0003298534127791785,523.6721134185791
65,vibration,-3.74678726621185,-3.101261620124181,8.879932756824152,7.6672248446146645,0.0003144013755408895,524.8978605270386
66,vibration,-3.5691049221668925,-3.1753397773106893,8.542117843065943,7.774988032658895,0.0002991522876735154,525.1647622585297
67,vibration,-3.915047500661441,-3.4535446532567344,9.214829190714019,8.363654400984446,0.0002841228238307536,523.734810590744
68,vibration,-3.6891722067935127,-3.55151655181249,8.778119430507932,8.523649406194687,0.00026932941851065615,522.5211453437805
69,vibration,-3.738224719720227,-3.368611118555069,8.862713806084225,8.146763719876608,0.0002547882480847461,522.4955232143402
70,vibration,-3.7656396046962057,-3.197898026863734,8.919526965345655,7.817604443311692,0.00024051521310939256,523.6393840312958
71,vibration,-3.7463031778846467,-3.4457535889148714,8.88539995093005,8.294767369588216,0.00022652592093878665,524.1320519447327
72,vibration,-3.691194150354181,-3.646082659403483,8.763723130677427,8.695295697053274,0.0002128356686585282,524.0387597084045
73,vibration,-3.9018980433004242,-3.655165380716324,9.170865649827888,8.70735786398252,0.00019945942635848747,524.3840019702911
74,vibration,-3.7182361417923655,-3.2660735123157503,8.828013746219021,7.9659664028485615,0.00018641182076323148,523.8658525943756
75,vibration,-4.126061584115028,-3.3424366909662884,9.612455520340374,8.113814582586288,0.00017370711923791565,521.6087317466736
76,vibration,-3.913147768531527,-3.4480025900999705,9.184898222352777,8.303636819760005,0.00016135921418712956,521.6960182189941
77,vibration,-3.9866754810043745,-3.6120724341869352,9.343770358085631,8.614596541961035,0.00014938160786375572,521.7536144256592
78,vibration,-4.1809990191715105,-3.379232657909393,9.707381406635045,8.181524445056915,0.00013778739760445552,521.5190122127533
79,vibration,-3.930711320434298,-3.3878099184036254,9.211926071422441,8.188706945896149,0.0001265892615079232,521.6647951602936
80,vibration,-3.896975941973073,-3.4775233165423076,9.16430102954592,8.372581988493602,0.0001157994445715706,521.7011845111847
81,vibration,-4.069299178923879,-3.203095043738683,9.490645081196513,7.823354984124501,0.00010542974530180327,521.5914578437805
82,vibration,-3.9225140308908055,-3.4818952663739524,9.209688368524825,8.371605583985646,9.549150281252633e-05,521.6103579998016
83,vibration,-3.8963529556053027,-3.427372245550156,9.153983022230012,8.236310891151428,8.599558442598998e-05,521.8643689155579
84,vibration,-4.078251826311861,-3.9452938850720725,9.500784635032927,9.230383545955021,7.695237378953224e-05,521.6775896549225
85,vibration,-4.07994584444591,-3.5081731910705565,9.496265502929688,8.422240410804749,6.837175952121305e-05,521.6600730419159
86,vibration,-4.046224329616343,-3.74013885251681,9.42343173265457,8.85311715777715,6.026312439675552e-05,521.728896856308
87,vibration,-4.015930113775389,-3.5513383381366728,9.367286465525627,8.50260641225179,5.2635335089618264e-05,521.7254626750946
88,vibration,-4.0983166803121565,-3.7013985981146496,9.532846900744097,8.786078253269196,4.5496732475418745e-05,521.6914308071136
89,vibration,-3.9387420354059763,-3.941361693024635,9.218346447059087,9.228197019894917,3.885512251130763e-05,521.7762956619263
90,vibration,-3.950439879945346,-3.7613201925754547,9.240969376734325,8.862191709518433,3.271776770026963e-05,521.8754906654358
91,vibration,-3.950417277591569,-3.7033316456476846,9.22889274106707,8.762864402929942,2.709137914968268e-05,521.642085313797
92,vibration,-4.010661740643638,-3.5871498658657073,9.351933864746774,8.518650716384252,2.198210923282118e-05,521.8123590946198
93,vibration,-3.894450696008546,-3.926703460772832,9.138105000223431,9.20370596933365,1.7395544861325717e-05,521.8699631690979
94,vibration,-4.185735202789306,-3.7617200717131296,9.687892149652754,8.876672765652339,1.3336701375997129e-05,521.8524260520935
95,vibration,-3.893988140140261,-4.340188273588816,9.12473876378366,9.985587236086527,9.810017062595322e-06,521.9000270366669
96,vibration,-3.981747009405068,-3.8877635915279387,9.299342987247876,9.105667092164358,6.819348298638839e-06,521.7955062389374
97,vibration,-3.9352693488172124,-3.8127056783040363,9.21294240729298,8.973428829669952,4.367965336512402e-06,521.8396301269531
98,vibration,-3.756333180121013,-3.9911372729937233,8.855783774478095,9.33820061270396,2.458548727494292e-06,521.8141813278198
99,vibration,-3.7179449279989516,-3.9691319332122803,8.78569482320973,9.263424113909403,1.0931863906127326e-06,521.92640376091
100,vibration,-3.978828566993986,-3.851913554430008,9.290801490417548,9.010287463823953,1e-06,521.8662085533142
