epoch,model,train_loss,val_loss,train_si_sdr,val_si_sdr,lr,elapsed_s
35,audio_only,-2.6422912071517537,-2.095283012231191,6.8810465760741915,5.8528615016937255,0.0007871643313414718,496.62859582901
36,audio_only,-2.759350326997893,-2.1221875058809916,7.097679679219212,5.845247540871302,0.0007734740790612135,496.6416320800781
37,audio_only,-2.7110495795692717,-2.2287972972393035,7.016026555597782,6.081452572981516,0.0007594847868906076,496.3960192203522
38,audio_only,-2.916986910717828,-2.5129383854866028,7.40416393664905,6.628858616193136,0.0007452117519152541,496.1979446411133
39,audio_only,-2.9539740887965475,-2.7115012772083285,7.47017831912211,7.00128928343455,0.000730670581489344,496.4891173839569
40,audio_only,-2.9815028016226632,-2.5477686024506885,7.530758561632463,6.691785913070043,0.0007158771761692464,497.19786620140076
41,audio_only,-2.8130182966845374,-2.644038382768631,7.191051269714322,6.904959801514943,0.0007008477123264848,497.3791244029999
42,audio_only,-3.0286770293882914,-2.4800629246234895,7.610555534797055,6.5483791735967,0.0006855986244591103,497.531343460083
43,audio_only,-2.7826351852161544,-2.203446759939194,7.136793809728963,6.020362721204758,0.0006701465872208216,497.67668080329895
44,audio_only,-2.979465195783547,-2.5810396931966144,7.49312401927369,6.735692744572957,0.0006545084971874737,497.7428705692291
45,audio_only,-2.8172913352506503,-2.230299260934194,7.189483636370727,6.042985365947088,0.0006387014543809223,497.7859237194061
46,audio_only,-2.8999418527058194,-2.680256065607071,7.348593441435269,6.947184359232585,0.0006227427435703996,497.6703510284424
47,audio_only,-3.0935025720426013,-2.662605472723643,7.724167289938245,6.911634116490682,0.0006066498153718734,497.87150049209595
48,audio_only,-2.858849754146167,-2.8385307590166726,7.262050698876381,7.241877126216888,0.000590440267166055,497.70929431915283
49,audio_only,-3.0846027196049692,-2.201931023041407,7.708926208547183,5.988365918318431,0.000574131823855921,498.0357074737549
50,audio_only,-3.0749444984367917,-2.453322022040685,7.693807388654777,6.50115165400505,0.0005577423184847932,498.55936193466187
51,audio_only,-2.904433915419238,-2.779222411473592,7.353828272257532,7.135733678420385,0.0005412896727361663,498.30039954185486
52,audio_only,-3.1323015340822082,-2.5108409175078075,7.791189295219524,6.5820172785123185,0.0005247918773366112,498.23812532424927
53,audio_only,-3.0125924245374542,-2.3077124134699503,7.555132408993585,6.214555213054021,0.0005082669723831793,497.71030378341675
54,audio_only,-3.1020062319806643,-2.8400007500648496,7.7431703209621565,7.253561205387116,0.0004917330276168208,496.9581365585327
55,audio_only,-3.2759557473659515,-2.8884859832127887,8.06331324662481,7.304471164862315,0.0004752081226633888,497.5389013290405
56,audio_only,-3.3028148523909704,-2.9096464377244313,8.117592748897417,7.390586738268534,0.0004587103272638339,496.90479493141174
57,audio_only,-3.2238366419587816,-2.899566122372945,7.972383309211049,7.350048937002818,0.00044225768151520694,496.89654302597046
58,audio_only,-3.275203500926495,-2.7482789625326793,8.061949274122714,7.052705948829651,0.00042586817614407896,497.0114231109619
59,audio_only,-3.4689005012341907,-2.679404005289078,8.43856000572443,6.922441804806391,0.0004095597328339452,497.0887064933777
60,audio_only,-3.2137890615803855,-2.8738626596927643,7.9515768685128005,7.314200850168864,0.00039335018462812664,497.03834533691406
61,audio_only,-3.248271781725543,-3.086122084538142,8.019743440687657,7.686387301921845,0.00037725725642960046,497.01798391342163
62,audio_only,-3.2383453752313343,-3.2593237624168396,7.994842407950333,8.066998933712641,0.00036129854561907783,497.0402190685272
63,audio_only,-3.184891101871218,-2.949716300725937,7.874919700571469,7.4443699750900265,0.00034549150281252633,497.1635432243347
64,audio_only,-3.2021692525829586,-2.865176563501358,7.916628876158169,7.2641937174797055,0.0003298534127791785,497.18038964271545
65,audio_only,-3.29922608008555,-2.802066456715266,8.087874571204186,7.146238487084706,0.0003144013755408895,497.0713322162628
66,audio_only,-3.1322049241576875,-2.787982623497645,7.775717942305974,7.106400810241699,0.0002991522876735154,497.00669598579407
67,audio_only,-3.5500279945305415,-3.310923997958501,8.579504371387618,8.146682933012645,0.0002841228238307536,497.0179080963135
68,audio_only,-3.303409273879869,-3.2962520067691803,8.0973042260749,8.068248720169068,0.00026932941851065615,497.07892656326294
69,audio_only,-3.3760917649439404,-3.2617489786148073,8.238450856387615,7.988964116493861,0.0002547882480847461,497.1701292991638
70,audio_only,-3.422449419617653,-2.9795608451366427,8.32659282878467,7.448940236488978,0.00024051521310939256,497.0923228263855
71,audio_only,-3.399322585727487,-3.2322688564459483,8.283806700536182,7.94160103237629,0.00022652592093878665,497.1533179283142
72,audio_only,-3.2626622958949634,-3.0075501941045126,8.009145974550929,7.545685582558314,0.0002128356686585282,497.25161385536194
73,audio_only,-3.527958929402488,-3.3819522228240966,8.516326166442463,8.242010605255762,0.00019945942635848747,497.3123469352722
74,audio_only,-3.4763815264276094,-2.8746823004086814,8.423324350961616,7.2726599995295205,0.00018641182076323148,497.92610692977905
75,audio_only,-3.7596091812849046,-3.058508175134659,8.97892525093896,7.633543778260549,0.00017370711923791565,498.10507225990295
76,audio_only,-3.6545224249873844,-3.1865467940966288,8.755228254505566,7.848691507021586,0.00016135921418712956,497.77057337760925
77,audio_only,-3.6372778223923277,-3.4147144995530447,8.735357005468437,8.295143176992735,0.00014938160786375572,497.3025598526001
78,audio_only,-3.880789098194667,-3.073949000597,9.193081943775926,7.638120807290077,0.00013778739760445552,497.438285112381
79,audio_only,-3.566032703799861,-3.0393588675657908,8.574323299791132,7.581642849445343,0.0001265892615079232,497.3236835002899
80,audio_only,-3.667386843247073,-3.1746955892244975,8.791182988439287,7.841822750965754,0.0001157994445715706,497.42526721954346
81,audio_only,-3.788225758058684,-2.999377726793289,9.01967755503314,7.496756895184517,0.00010542974530180327,497.3466649055481
82,audio_only,-3.475459837291922,-3.2597428521315255,8.423419440984725,8.004422380129496,9.549150281252633e-05,497.54522490501404
83,audio_only,-3.59881674096414,-3.269626184542974,8.647918569156102,7.985286017735799,8.599558442598998e-05,497.5345914363861
84,audio_only,-3.735693664261273,-3.6977657142480216,8.907981081085545,8.81289010977745,7.695237378953224e-05,497.66058349609375
85,audio_only,-3.7150819023081234,-3.2599702055454256,8.86430506360531,7.998348559935888,6.837175952121305e-05,497.74571800231934
86,audio_only,-3.722224074431828,-3.52373811284701,8.867672197665486,8.475605849107106,6.026312439675552e-05,497.72846961021423
87,audio_only,-3.803080177358219,-3.5158723803361256,9.017083322720868,8.474943636020024,5.2635335089618264e-05,497.4969563484192
88,audio_only,-3.8614808816228594,-3.5381232203642528,9.14232833479132,8.536684989293416,4.5496732475418745e-05,497.5140562057495
89,audio_only,-3.7091208018405095,-3.6625629672209423,8.838280262078557,8.763548979997635,3.885512251130763e-05,497.70257806777954
90,audio_only,-3.6904575452804567,-3.464892104466756,8.817844769665173,8.358621913909912,3.271776770026963e-05,497.66221737861633
91,audio_only,-3.658843003843512,-3.5544474558035533,8.728465931321894,8.539657528241476,2.709137914968268e-05,497.33785223960876
92,audio_only,-3.7340261679717472,-3.4018443223635355,8.880713298133442,8.238452601512273,2.198210923282118e-05,497.44566011428833
93,audio_only,-3.578268069105489,-3.6790414659976958,8.583134814671107,8.782598911364873,1.7395544861325717e-05,497.56324076652527
94,audio_only,-3.886808071698461,-3.4292988866964977,9.178682856730052,8.298435535907746,1.3336701375997129e-05,497.50547909736633
95,audio_only,-3.558144747580801,-3.9898068659305572,8.544705981544086,9.367695157845816,9.810017062595322e-06,497.5243773460388
96,audio_only,-3.684720154447215,-3.5572978671391806,8.787188164063862,8.52890567668279,6.819348298638839e-06,497.86097025871277
97,audio_only,-3.6614044006381716,-3.5563813031514484,8.747855515199047,8.546873315175374,4.367965336512402e-06,497.7619502544403
98,audio_only,-3.4791321503094266,-3.8044984470208485,8.37963896409103,9.033459281285603,2.458548727494292e-06,497.8137023448944
99,audio_only,-3.5470736199532236,-3.7604302031993866,8.516045890484538,8.922539791107178,1.0931863906127326e-06,497.8995862007141
100,audio_only,-3.755933137519019,-3.5991298796335855,8.929102469878538,8.580309342384338,1e-06,497.90433502197266
